datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
2022-09-18 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.98,17.61,5.16,98894.06
2022-09-18 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.87,17.31,5.16,98848.12
2022-09-19 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.51,17.14,4.99,98863.66
2022-09-19 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.19,17.10,4.66,98858.93
2022-09-19 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.23,16.95,4.98,98837.84
2022-09-19 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.06,16.79,5.28,98838.77
2022-09-19 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.42,16.59,5.34,98833.70
2022-09-19 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.47,16.50,5.02,98795.95
2022-09-19 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.08,16.58,4.52,98759.54
2022-09-19 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.50,16.88,4.92,98723.52
2022-09-19 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.21,17.11,5.44,98700.23
2022-09-19 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.82,17.32,5.27,98660.29
2022-09-19 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.27,17.18,4.54,98646.42
2022-09-19 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.35,17.13,4.56,98602.62
2022-09-19 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.46,17.18,5.44,98530.41
2022-09-19 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.78,17.39,6.21,98605.18
2022-09-19 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.57,17.77,5.41,98660.38
2022-09-19 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.49,17.73,5.05,98639.81
2022-09-19 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.13,17.59,6.16,98564.68
2022-09-19 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.99,17.74,6.52,98542.04
2022-09-19 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.71,17.80,6.20,98507.41
2022-09-19 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.05,17.95,5.91,98446.66
2022-09-19 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.44,18.18,6.21,98420.50
2022-09-19 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.96,18.17,5.75,98435.23
2022-09-19 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.94,18.14,5.88,98424.93
2022-09-19 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.74,17.15,4.63,98497.25
2022-09-20 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.94,15.56,4.22,98604.38
2022-09-20 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.95,14.08,4.33,98704.88
2022-09-20 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.98,13.35,3.98,98725.61
2022-09-20 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.16,13.07,3.74,98756.55
2022-09-20 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.64,13.15,3.80,98785.88
2022-09-20 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.15,13.14,4.03,98764.30
2022-09-20 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.27,13.31,4.32,98799.23
2022-09-20 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.12,13.49,4.48,98777.59
2022-09-20 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.11,13.57,4.27,98825.83
2022-09-20 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.86,13.49,4.19,98826.76
2022-09-20 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.58,13.69,3.69,98886.19
2022-09-20 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.39,13.69,3.40,98900.88
2022-09-20 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.02,14.08,3.04,98918.69
2022-09-20 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.41,14.59,3.39,98928.90
2022-09-20 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.60,14.90,4.22,99027.02
2022-09-20 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.01,14.95,3.88,99028.02
2022-09-20 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.81,14.96,3.68,99037.60
2022-09-20 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.30,14.65,4.11,99043.73
2022-09-20 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.94,14.52,4.08,99056.07
2022-09-20 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.41,14.53,4.16,99016.18
2022-09-20 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.65,14.32,3.50,99015.06
2022-09-20 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.86,14.43,3.13,98950.33
2022-09-20 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.53,14.99,3.68,98941.70
2022-09-20 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.31,15.72,3.55,98920.51
2022-09-21 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.99,16.29,3.57,98952.05
2022-09-21 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.82,16.68,3.87,99017.39
2022-09-21 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.60,16.86,3.89,99034.73
2022-09-21 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.46,16.83,3.34,99014.64
2022-09-21 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.28,16.72,3.07,98972.53
2022-09-21 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.01,16.44,3.03,98914.89
2022-09-21 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.82,16.07,3.02,98907.57
2022-09-21 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.38,15.77,3.23,98860.95
2022-09-21 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.86,15.19,3.64,98831.09
2022-09-21 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.51,14.40,3.73,98799.16
2022-09-21 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.68,13.72,3.50,98752.76
2022-09-21 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.79,13.27,3.82,98733.62
2022-09-21 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.83,13.53,4.15,98748.21
2022-09-21 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.11,14.33,4.64,98722.16
2022-09-21 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.07,15.13,5.01,98666.36
2022-09-21 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.78,16.25,5.36,98510.30
2022-09-21 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.59,16.34,5.46,98429.08
2022-09-21 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.84,17.07,5.49,98500.71
2022-09-21 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.92,17.91,4.56,98506.42
2022-09-21 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.00,18.13,4.34,98314.71
2022-09-21 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.17,18.09,5.79,98161.91
2022-09-21 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.54,18.46,6.52,98064.31
2022-09-21 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.97,19.10,7.26,98063.81
2022-09-21 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.11,19.56,7.53,98073.58
2022-09-22 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.93,19.50,7.23,98029.27
2022-09-22 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.85,19.48,6.76,97974.28
2022-09-22 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.30,19.29,6.96,98054.84
2022-09-22 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.84,18.92,5.68,98034.98
2022-09-22 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.37,18.66,4.78,98017.41
2022-09-22 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.54,17.72,5.10,98058.81
2022-09-22 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.12,14.70,5.22,98112.72
2022-09-22 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.25,12.46,3.45,98129.73
2022-09-22 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.10,11.32,2.72,98180.62
2022-09-22 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.95,10.71,3.05,98162.36
2022-09-22 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.74,11.13,3.08,98157.29
2022-09-22 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.22,11.20,4.30,98174.80
2022-09-22 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.82,10.39,5.32,98194.13
2022-09-22 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.18,10.19,5.99,98224.44
2022-09-22 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.30,9.01,7.21,98270.64
2022-09-22 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.24,8.30,7.23,98297.90
2022-09-22 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.41,9.08,6.98,98350.93
2022-09-22 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.53,9.08,6.87,98414.61
2022-09-22 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.48,8.72,6.44,98403.68
2022-09-22 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.32,8.29,6.66,98464.77
2022-09-22 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.10,7.77,7.35,98470.47
2022-09-22 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.80,6.84,7.46,98552.34
2022-09-22 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.35,6.80,7.36,98625.02
2022-09-22 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.75,6.09,7.43,98735.88
2022-09-23 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.98,4.89,7.57,98848.70
2022-09-23 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.42,4.38,7.56,98958.69
2022-09-23 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.86,3.82,7.27,99056.38
2022-09-23 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.28,3.20,6.63,99089.50
2022-09-23 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.07,2.89,6.28,99139.02
2022-09-23 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.46,2.40,5.90,99211.01
2022-09-23 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.02,2.11,5.54,99246.94
2022-09-23 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.63,2.05,5.34,99290.87
2022-09-23 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.99,1.74,5.28,99332.85
2022-09-23 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.35,1.25,5.37,99389.54
2022-09-23 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.65,1.29,4.45,99434.02
2022-09-23 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.49,1.32,4.70,99471.10
2022-09-23 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.67,1.77,5.28,99548.52
2022-09-23 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.56,1.91,5.15,99571.54
2022-09-23 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.35,1.85,4.73,99627.67
2022-09-23 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.30,1.93,4.70,99678.95
2022-09-23 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.87,1.78,4.77,99699.65
2022-09-23 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.89,1.97,4.65,99671.18
2022-09-23 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.60,2.15,4.31,99601.46
2022-09-23 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.26,2.40,4.03,99541.13
2022-09-23 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.94,2.57,4.04,99511.59
2022-09-23 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.33,2.85,3.67,99492.71
2022-09-23 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.71,3.35,2.57,99456.20
2022-09-23 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.16,4.22,2.78,99467.21
2022-09-24 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.11,4.63,2.29,99503.25
2022-09-24 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.02,4.95,2.09,99462.84
2022-09-24 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.78,5.24,2.12,99462.72
2022-09-24 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.37,5.23,2.24,99473.42
2022-09-24 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,9.14,5.33,2.75,99469.43
2022-09-24 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.11,5.26,2.63,99458.95
2022-09-24 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.77,4.99,2.23,99419.47
2022-09-24 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.88,5.14,1.76,99414.27
2022-09-24 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.08,4.99,0.57,99403.09
2022-09-24 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.45,5.25,0.49,99377.05
2022-09-24 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.42,5.32,0.97,99398.54
2022-09-24 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,7.24,5.31,1.67,99361.72
2022-09-24 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,8.29,6.24,2.14,99357.85
2022-09-24 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,10.45,7.22,1.87,99359.65
2022-09-24 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.58,7.05,1.68,99322.73
2022-09-24 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.64,7.67,1.63,99278.27
2022-09-24 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.26,8.08,2.36,99222.01
2022-09-24 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.28,8.01,2.99,99140.30
2022-09-24 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.67,7.96,3.44,99058.55
2022-09-24 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.78,7.95,2.91,98928.38
2022-09-24 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.41,7.78,3.20,98871.58
2022-09-24 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.20,8.29,2.33,98802.81
2022-09-24 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.89,8.09,1.52,98756.34
2022-09-24 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.27,8.78,1.20,98694.58
2022-09-25 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.89,9.22,1.38,98683.53
2022-09-25 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.87,9.21,1.76,98637.91
2022-09-25 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.56,9.41,2.27,98586.24
2022-09-25 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.33,9.45,2.76,98514.75
2022-09-25 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.44,9.40,3.11,98455.16
2022-09-25 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.40,9.05,3.42,98382.91
2022-09-25 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.25,8.83,3.49,98277.29
2022-09-25 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.15,8.48,3.46,98189.09
2022-09-25 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.98,8.79,3.60,98089.27
2022-09-25 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.64,10.08,3.68,98011.96
2022-09-25 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.14,10.93,3.35,97896.30
2022-09-25 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.59,11.65,3.60,97847.35
2022-09-25 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.57,11.94,3.77,97773.77
2022-09-25 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.74,12.33,4.19,97730.16
2022-09-25 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.23,12.89,4.23,97647.06
2022-09-25 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.12,13.83,4.51,97580.02
2022-09-25 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.67,14.23,4.94,97508.22
2022-09-25 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.96,13.88,5.32,97500.91
2022-09-25 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.04,14.05,4.96,97494.55
2022-09-25 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.62,13.78,4.83,97474.50
2022-09-25 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.55,14.10,5.00,97475.86
2022-09-25 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.22,13.89,4.58,97467.09
2022-09-25 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.04,13.97,4.28,97524.95
2022-09-25 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.20,13.30,4.16,97589.42
2022-09-26 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.01,13.38,3.37,97614.52
2022-09-26 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.93,13.25,3.31,97633.43
2022-09-26 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.35,12.57,3.98,97656.20
2022-09-26 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.01,12.40,4.45,97663.76
2022-09-26 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.84,12.18,4.92,97644.34
2022-09-26 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.45,11.51,5.54,97633.71
2022-09-26 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.34,11.20,5.53,97637.34
2022-09-26 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.05,10.90,5.67,97608.39
2022-09-26 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.86,10.63,6.01,97605.96
2022-09-26 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.89,10.45,5.84,97578.75
2022-09-26 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.67,10.22,4.96,97552.82
2022-09-26 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.44,10.35,4.92,97585.53
2022-09-26 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.55,10.83,4.49,97587.41
2022-09-26 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.68,10.97,5.19,97598.62
2022-09-26 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.98,11.22,6.67,97618.52
2022-09-26 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.76,11.60,7.45,97639.99
2022-09-26 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.45,10.97,8.21,97619.31
2022-09-26 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.16,11.04,8.54,97619.70
2022-09-26 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.24,10.10,8.62,97624.16
2022-09-26 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.60,9.83,8.96,97624.62
2022-09-26 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.85,9.56,9.63,97671.80
2022-09-26 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.59,9.84,8.50,97685.57
2022-09-26 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.25,10.63,6.92,97715.98
2022-09-26 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.04,10.57,7.71,97712.38
2022-09-27 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.77,10.26,8.06,97782.96
2022-09-27 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.74,10.49,9.10,97841.08
2022-09-27 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.67,10.56,9.03,97852.00
2022-09-27 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.44,10.50,8.14,97883.17
2022-09-27 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.34,10.47,7.45,97915.76
2022-09-27 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.14,10.34,7.22,97967.63
2022-09-27 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.10,10.29,7.01,97982.39
2022-09-27 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.99,10.31,6.58,97993.41
2022-09-27 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.80,10.30,6.50,98021.59
2022-09-27 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.60,10.21,6.40,98024.36
2022-09-27 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.76,10.45,5.24,98039.12
2022-09-27 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.82,10.30,4.99,98091.28
2022-09-27 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.80,10.22,5.32,98148.12
2022-09-27 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.22,10.33,6.01,98203.27
2022-09-27 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.61,10.67,6.09,98250.46
2022-09-27 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.31,11.04,5.45,98324.98
2022-09-27 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.67,10.95,5.70,98352.56
2022-09-27 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.05,10.89,5.65,98385.55
2022-09-27 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.59,10.85,5.86,98414.40
2022-09-27 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.24,10.72,6.62,98445.07
2022-09-27 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.95,10.71,6.43,98493.79
2022-09-27 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.12,10.59,6.21,98557.82
2022-09-27 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.84,10.80,5.20,98585.04
2022-09-27 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.76,10.50,5.69,98657.29
2022-09-28 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.50,10.41,4.90,98741.48
2022-09-28 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.36,10.62,4.66,98789.27
2022-09-28 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.37,10.88,4.20,98831.72
2022-09-28 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.15,10.77,4.12,98881.27
2022-09-28 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.19,10.63,3.86,98963.70
2022-09-28 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.11,10.61,3.79,99005.39
2022-09-28 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.00,10.31,3.99,99053.51
2022-09-28 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.89,10.37,4.09,99090.71
2022-09-28 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.67,10.45,4.39,99146.51
2022-09-28 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.63,10.55,4.37,99201.92
2022-09-28 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.66,10.28,4.12,99316.91
2022-09-28 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.59,10.12,3.92,99391.12
2022-09-28 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.55,10.24,3.82,99478.88
2022-09-28 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.07,10.84,3.70,99538.58
2022-09-28 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.41,11.19,3.62,99645.05
2022-09-28 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.31,11.45,3.74,99724.30
2022-09-28 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.34,11.19,4.13,99772.02
2022-09-28 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.25,10.57,4.20,99838.72
2022-09-28 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.38,10.26,4.34,99888.95
2022-09-28 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.22,9.64,4.51,99940.68
2022-09-28 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.26,9.05,4.54,99970.65
2022-09-28 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.30,8.37,4.49,100025.33
2022-09-28 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.81,8.72,4.22,100105.80
2022-09-28 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.39,8.46,3.64,100148.23
2022-09-29 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.42,8.34,3.41,100215.71
2022-09-29 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.20,8.18,3.25,100270.51
2022-09-29 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,12.07,8.05,3.30,100321.20
2022-09-29 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.91,7.92,3.30,100377.66
2022-09-29 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.75,7.66,3.33,100400.16
2022-09-29 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,11.54,7.04,3.57,100435.27
